Product Name,Product Group SKU,Variant Name,Attribute 1,Option 1,Attribute 2,Option 2,Attribute 3,Option 3,Parent Category,Category,Subcategory,Brand,SKU,Barcode,Description,Customer Unit,Supplier Unit,Customer Units in One Supplier Unit,Purchase Price,Selling Price,Regular Price,Opening Supplier Quantity,Additional Customer-Unit Stock,Low Stock Alert,Status
Office Supplies Regular,,,,,,,,,Stationery & Office Supplies,Office Supplies,Office Supplies Regular,Imported Brand,SOS-OS-OSR-IB-02397,,Office Supplies Regular in Stationery & Office Supplies > Office Supplies. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Office Supplies Premium,,,,,,,,,Stationery & Office Supplies,Office Supplies,Office Supplies Premium,Store Brand,SOS-OS-OSP-SB-02398,,Office Supplies Premium in Stationery & Office Supplies > Office Supplies. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Office Supplies Premium,,,,,,,,,Stationery & Office Supplies,Office Supplies,Office Supplies Premium,Local Brand,SOS-OS-OSP-LB-02399,,Office Supplies Premium in Stationery & Office Supplies > Office Supplies. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Office Supplies Premium,,,,,,,,,Stationery & Office Supplies,Office Supplies,Office Supplies Premium,Imported Brand,SOS-OS-OSP-IB-02400,,Office Supplies Premium in Stationery & Office Supplies > Office Supplies. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Art Supplies,,,,,,,,,Stationery & Office Supplies,Art Supplies,Art Supplies,Store Brand,SOS-AS-AS-SB-02401,,Art Supplies in Stationery & Office Supplies > Art Supplies. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Art Supplies,,,,,,,,,Stationery & Office Supplies,Art Supplies,Art Supplies,Local Brand,SOS-AS-AS-LB-02402,,Art Supplies in Stationery & Office Supplies > Art Supplies. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Art Supplies,,,,,,,,,Stationery & Office Supplies,Art Supplies,Art Supplies,Imported Brand,SOS-AS-AS-IB-02403,,Art Supplies in Stationery & Office Supplies > Art Supplies. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Art Supplies Regular,,,,,,,,,Stationery & Office Supplies,Art Supplies,Art Supplies Regular,Store Brand,SOS-AS-ASR-SB-02404,,Art Supplies Regular in Stationery & Office Supplies > Art Supplies. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Art Supplies Regular,,,,,,,,,Stationery & Office Supplies,Art Supplies,Art Supplies Regular,Local Brand,SOS-AS-ASR-LB-02405,,Art Supplies Regular in Stationery & Office Supplies > Art Supplies. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Art Supplies Regular,,,,,,,,,Stationery & Office Supplies,Art Supplies,Art Supplies Regular,Imported Brand,SOS-AS-ASR-IB-02406,,Art Supplies Regular in Stationery & Office Supplies > Art Supplies. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Art Supplies Premium,,,,,,,,,Stationery & Office Supplies,Art Supplies,Art Supplies Premium,Store Brand,SOS-AS-ASP-SB-02407,,Art Supplies Premium in Stationery & Office Supplies > Art Supplies. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Art Supplies Premium,,,,,,,,,Stationery & Office Supplies,Art Supplies,Art Supplies Premium,Local Brand,SOS-AS-ASP-LB-02408,,Art Supplies Premium in Stationery & Office Supplies > Art Supplies. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Art Supplies Premium,,,,,,,,,Stationery & Office Supplies,Art Supplies,Art Supplies Premium,Imported Brand,SOS-AS-ASP-IB-02409,,Art Supplies Premium in Stationery & Office Supplies > Art Supplies. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Filing & Storage,,,,,,,,,Stationery & Office Supplies,Filing & Storage,Filing & Storage,Store Brand,SOS-FS-FS-SB-02410,,Filing & Storage in Stationery & Office Supplies > Filing & Storage. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Filing & Storage,,,,,,,,,Stationery & Office Supplies,Filing & Storage,Filing & Storage,Local Brand,SOS-FS-FS-LB-02411,,Filing & Storage in Stationery & Office Supplies > Filing & Storage. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Filing & Storage,,,,,,,,,Stationery & Office Supplies,Filing & Storage,Filing & Storage,Imported Brand,SOS-FS-FS-IB-02412,,Filing & Storage in Stationery & Office Supplies > Filing & Storage. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Filing & Storage Regular,,,,,,,,,Stationery & Office Supplies,Filing & Storage,Filing & Storage Regular,Store Brand,SOS-FS-FSR-SB-02413,,Filing & Storage Regular in Stationery & Office Supplies > Filing & Storage. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Filing & Storage Regular,,,,,,,,,Stationery & Office Supplies,Filing & Storage,Filing & Storage Regular,Local Brand,SOS-FS-FSR-LB-02414,,Filing & Storage Regular in Stationery & Office Supplies > Filing & Storage. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Filing & Storage Regular,,,,,,,,,Stationery & Office Supplies,Filing & Storage,Filing & Storage Regular,Imported Brand,SOS-FS-FSR-IB-02415,,Filing & Storage Regular in Stationery & Office Supplies > Filing & Storage. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Filing & Storage Premium,,,,,,,,,Stationery & Office Supplies,Filing & Storage,Filing & Storage Premium,Store Brand,SOS-FS-FSP-SB-02416,,Filing & Storage Premium in Stationery & Office Supplies > Filing & Storage. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Filing & Storage Premium,,,,,,,,,Stationery & Office Supplies,Filing & Storage,Filing & Storage Premium,Local Brand,SOS-FS-FSP-LB-02417,,Filing & Storage Premium in Stationery & Office Supplies > Filing & Storage. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Filing & Storage Premium,,,,,,,,,Stationery & Office Supplies,Filing & Storage,Filing & Storage Premium,Imported Brand,SOS-FS-FSP-IB-02418,,Filing & Storage Premium in Stationery & Office Supplies > Filing & Storage. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Audionic Chargers,,,,,,,,,Electronics & Mobile Accessories,Chargers,Chargers,Audionic,EMA-CHAR-CHAR-AUDI-02419,,Audionic Chargers in Electronics & Mobile Accessories > Chargers. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Ronin Chargers,,,,,,,,,Electronics & Mobile Accessories,Chargers,Chargers,Ronin,EMA-CHAR-CHAR-RONI-02420,,Ronin Chargers in Electronics & Mobile Accessories > Chargers. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Baseus Chargers,,,,,,,,,Electronics & Mobile Accessories,Chargers,Chargers,Baseus,EMA-CHAR-CHAR-BASE-02421,,Baseus Chargers in Electronics & Mobile Accessories > Chargers. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Anker Chargers,,,,,,,,,Electronics & Mobile Accessories,Chargers,Chargers,Anker,EMA-CHAR-CHAR-ANKE-02422,,Anker Chargers in Electronics & Mobile Accessories > Chargers. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Audionic Chargers Regular,,,,,,,,,Electronics & Mobile Accessories,Chargers,Chargers Regular,Audionic,EMA-CHAR-CR-AUDI-02423,,Audionic Chargers Regular in Electronics & Mobile Accessories > Chargers. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Ronin Chargers Regular,,,,,,,,,Electronics & Mobile Accessories,Chargers,Chargers Regular,Ronin,EMA-CHAR-CR-RONI-02424,,Ronin Chargers Regular in Electronics & Mobile Accessories > Chargers. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Baseus Chargers Regular,,,,,,,,,Electronics & Mobile Accessories,Chargers,Chargers Regular,Baseus,EMA-CHAR-CR-BASE-02425,,Baseus Chargers Regular in Electronics & Mobile Accessories > Chargers. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Anker Chargers Regular,,,,,,,,,Electronics & Mobile Accessories,Chargers,Chargers Regular,Anker,EMA-CHAR-CR-ANKE-02426,,Anker Chargers Regular in Electronics & Mobile Accessories > Chargers. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Audionic Chargers Premium,,,,,,,,,Electronics & Mobile Accessories,Chargers,Chargers Premium,Audionic,EMA-CHAR-CP-AUDI-02427,,Audionic Chargers Premium in Electronics & Mobile Accessories > Chargers. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Ronin Chargers Premium,,,,,,,,,Electronics & Mobile Accessories,Chargers,Chargers Premium,Ronin,EMA-CHAR-CP-RONI-02428,,Ronin Chargers Premium in Electronics & Mobile Accessories > Chargers. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Baseus Chargers Premium,,,,,,,,,Electronics & Mobile Accessories,Chargers,Chargers Premium,Baseus,EMA-CHAR-CP-BASE-02429,,Baseus Chargers Premium in Electronics & Mobile Accessories > Chargers. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Anker Chargers Premium,,,,,,,,,Electronics & Mobile Accessories,Chargers,Chargers Premium,Anker,EMA-CHAR-CP-ANKE-02430,,Anker Chargers Premium in Electronics & Mobile Accessories > Chargers. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Data Cables,,,,,,,,,Electronics & Mobile Accessories,Data Cables,Data Cables,Store Brand,EMA-DC-DC-SB-02431,,Data Cables in Electronics & Mobile Accessories > Data Cables. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Data Cables,,,,,,,,,Electronics & Mobile Accessories,Data Cables,Data Cables,Local Brand,EMA-DC-DC-LB-02432,,Data Cables in Electronics & Mobile Accessories > Data Cables. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Data Cables,,,,,,,,,Electronics & Mobile Accessories,Data Cables,Data Cables,Imported Brand,EMA-DC-DC-IB-02433,,Data Cables in Electronics & Mobile Accessories > Data Cables. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Data Cables Regular,,,,,,,,,Electronics & Mobile Accessories,Data Cables,Data Cables Regular,Store Brand,EMA-DC-DCR-SB-02434,,Data Cables Regular in Electronics & Mobile Accessories > Data Cables. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Data Cables Regular,,,,,,,,,Electronics & Mobile Accessories,Data Cables,Data Cables Regular,Local Brand,EMA-DC-DCR-LB-02435,,Data Cables Regular in Electronics & Mobile Accessories > Data Cables. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Data Cables Regular,,,,,,,,,Electronics & Mobile Accessories,Data Cables,Data Cables Regular,Imported Brand,EMA-DC-DCR-IB-02436,,Data Cables Regular in Electronics & Mobile Accessories > Data Cables. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Data Cables Premium,,,,,,,,,Electronics & Mobile Accessories,Data Cables,Data Cables Premium,Store Brand,EMA-DC-DCP-SB-02437,,Data Cables Premium in Electronics & Mobile Accessories > Data Cables. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Data Cables Premium,,,,,,,,,Electronics & Mobile Accessories,Data Cables,Data Cables Premium,Local Brand,EMA-DC-DCP-LB-02438,,Data Cables Premium in Electronics & Mobile Accessories > Data Cables. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Data Cables Premium,,,,,,,,,Electronics & Mobile Accessories,Data Cables,Data Cables Premium,Imported Brand,EMA-DC-DCP-IB-02439,,Data Cables Premium in Electronics & Mobile Accessories > Data Cables. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Earphones,,,,,,,,,Electronics & Mobile Accessories,Earphones,Earphones,Store Brand,EMA-EARP-EARP-SB-02440,,Earphones in Electronics & Mobile Accessories > Earphones. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Earphones,,,,,,,,,Electronics & Mobile Accessories,Earphones,Earphones,Local Brand,EMA-EARP-EARP-LB-02441,,Earphones in Electronics & Mobile Accessories > Earphones. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Earphones,,,,,,,,,Electronics & Mobile Accessories,Earphones,Earphones,Imported Brand,EMA-EARP-EARP-IB-02442,,Earphones in Electronics & Mobile Accessories > Earphones. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Earphones Regular,,,,,,,,,Electronics & Mobile Accessories,Earphones,Earphones Regular,Store Brand,EMA-EARP-ER-SB-02443,,Earphones Regular in Electronics & Mobile Accessories > Earphones. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Earphones Regular,,,,,,,,,Electronics & Mobile Accessories,Earphones,Earphones Regular,Local Brand,EMA-EARP-ER-LB-02444,,Earphones Regular in Electronics & Mobile Accessories > Earphones. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Earphones Regular,,,,,,,,,Electronics & Mobile Accessories,Earphones,Earphones Regular,Imported Brand,EMA-EARP-ER-IB-02445,,Earphones Regular in Electronics & Mobile Accessories > Earphones. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Earphones Premium,,,,,,,,,Electronics & Mobile Accessories,Earphones,Earphones Premium,Store Brand,EMA-EARP-EP-SB-02446,,Earphones Premium in Electronics & Mobile Accessories > Earphones. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Earphones Premium,,,,,,,,,Electronics & Mobile Accessories,Earphones,Earphones Premium,Local Brand,EMA-EARP-EP-LB-02447,,Earphones Premium in Electronics & Mobile Accessories > Earphones. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Earphones Premium,,,,,,,,,Electronics & Mobile Accessories,Earphones,Earphones Premium,Imported Brand,EMA-EARP-EP-IB-02448,,Earphones Premium in Electronics & Mobile Accessories > Earphones. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Headphones,,,,,,,,,Electronics & Mobile Accessories,Headphones,Headphones,Store Brand,EMA-HEAD-HEAD-SB-02449,,Headphones in Electronics & Mobile Accessories > Headphones. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Headphones,,,,,,,,,Electronics & Mobile Accessories,Headphones,Headphones,Local Brand,EMA-HEAD-HEAD-LB-02450,,Headphones in Electronics & Mobile Accessories > Headphones. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Headphones,,,,,,,,,Electronics & Mobile Accessories,Headphones,Headphones,Imported Brand,EMA-HEAD-HEAD-IB-02451,,Headphones in Electronics & Mobile Accessories > Headphones. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Headphones Regular,,,,,,,,,Electronics & Mobile Accessories,Headphones,Headphones Regular,Store Brand,EMA-HEAD-HR-SB-02452,,Headphones Regular in Electronics & Mobile Accessories > Headphones. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Headphones Regular,,,,,,,,,Electronics & Mobile Accessories,Headphones,Headphones Regular,Local Brand,EMA-HEAD-HR-LB-02453,,Headphones Regular in Electronics & Mobile Accessories > Headphones. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Headphones Regular,,,,,,,,,Electronics & Mobile Accessories,Headphones,Headphones Regular,Imported Brand,EMA-HEAD-HR-IB-02454,,Headphones Regular in Electronics & Mobile Accessories > Headphones. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Headphones Premium,,,,,,,,,Electronics & Mobile Accessories,Headphones,Headphones Premium,Store Brand,EMA-HEAD-HP-SB-02455,,Headphones Premium in Electronics & Mobile Accessories > Headphones. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Headphones Premium,,,,,,,,,Electronics & Mobile Accessories,Headphones,Headphones Premium,Local Brand,EMA-HEAD-HP-LB-02456,,Headphones Premium in Electronics & Mobile Accessories > Headphones. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Headphones Premium,,,,,,,,,Electronics & Mobile Accessories,Headphones,Headphones Premium,Imported Brand,EMA-HEAD-HP-IB-02457,,Headphones Premium in Electronics & Mobile Accessories > Headphones. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Power Banks,,,,,,,,,Electronics & Mobile Accessories,Power Banks,Power Banks,Store Brand,EMA-PB-PB-SB-02458,,Power Banks in Electronics & Mobile Accessories > Power Banks. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Power Banks,,,,,,,,,Electronics & Mobile Accessories,Power Banks,Power Banks,Local Brand,EMA-PB-PB-LB-02459,,Power Banks in Electronics & Mobile Accessories > Power Banks. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Power Banks,,,,,,,,,Electronics & Mobile Accessories,Power Banks,Power Banks,Imported Brand,EMA-PB-PB-IB-02460,,Power Banks in Electronics & Mobile Accessories > Power Banks. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Power Banks Regular,,,,,,,,,Electronics & Mobile Accessories,Power Banks,Power Banks Regular,Store Brand,EMA-PB-PBR-SB-02461,,Power Banks Regular in Electronics & Mobile Accessories > Power Banks. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Power Banks Regular,,,,,,,,,Electronics & Mobile Accessories,Power Banks,Power Banks Regular,Local Brand,EMA-PB-PBR-LB-02462,,Power Banks Regular in Electronics & Mobile Accessories > Power Banks. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Power Banks Regular,,,,,,,,,Electronics & Mobile Accessories,Power Banks,Power Banks Regular,Imported Brand,EMA-PB-PBR-IB-02463,,Power Banks Regular in Electronics & Mobile Accessories > Power Banks. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Power Banks Premium,,,,,,,,,Electronics & Mobile Accessories,Power Banks,Power Banks Premium,Store Brand,EMA-PB-PBP-SB-02464,,Power Banks Premium in Electronics & Mobile Accessories > Power Banks. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Power Banks Premium,,,,,,,,,Electronics & Mobile Accessories,Power Banks,Power Banks Premium,Local Brand,EMA-PB-PBP-LB-02465,,Power Banks Premium in Electronics & Mobile Accessories > Power Banks. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Power Banks Premium,,,,,,,,,Electronics & Mobile Accessories,Power Banks,Power Banks Premium,Imported Brand,EMA-PB-PBP-IB-02466,,Power Banks Premium in Electronics & Mobile Accessories > Power Banks. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Energizer Batteries,,,,,,,,,Electronics & Mobile Accessories,Batteries,Batteries,Energizer,EMA-BATT-BATT-ENER-02467,,Energizer Batteries in Electronics & Mobile Accessories > Batteries. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Duracell Batteries,,,,,,,,,Electronics & Mobile Accessories,Batteries,Batteries,Duracell,EMA-BATT-BATT-DURA-02468,,Duracell Batteries in Electronics & Mobile Accessories > Batteries. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Panasonic Batteries,,,,,,,,,Electronics & Mobile Accessories,Batteries,Batteries,Panasonic,EMA-BATT-BATT-PANA-02469,,Panasonic Batteries in Electronics & Mobile Accessories > Batteries. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Osaka Batteries,,,,,,,,,Electronics & Mobile Accessories,Batteries,Batteries,Osaka,EMA-BATT-BATT-OSAK-02470,,Osaka Batteries in Electronics & Mobile Accessories > Batteries. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Energizer Batteries Regular,,,,,,,,,Electronics & Mobile Accessories,Batteries,Batteries Regular,Energizer,EMA-BATT-BR-ENER-02471,,Energizer Batteries Regular in Electronics & Mobile Accessories > Batteries. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Duracell Batteries Regular,,,,,,,,,Electronics & Mobile Accessories,Batteries,Batteries Regular,Duracell,EMA-BATT-BR-DURA-02472,,Duracell Batteries Regular in Electronics & Mobile Accessories > Batteries. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Panasonic Batteries Regular,,,,,,,,,Electronics & Mobile Accessories,Batteries,Batteries Regular,Panasonic,EMA-BATT-BR-PANA-02473,,Panasonic Batteries Regular in Electronics & Mobile Accessories > Batteries. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Osaka Batteries Regular,,,,,,,,,Electronics & Mobile Accessories,Batteries,Batteries Regular,Osaka,EMA-BATT-BR-OSAK-02474,,Osaka Batteries Regular in Electronics & Mobile Accessories > Batteries. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Energizer Batteries Premium,,,,,,,,,Electronics & Mobile Accessories,Batteries,Batteries Premium,Energizer,EMA-BATT-BP-ENER-02475,,Energizer Batteries Premium in Electronics & Mobile Accessories > Batteries. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Duracell Batteries Premium,,,,,,,,,Electronics & Mobile Accessories,Batteries,Batteries Premium,Duracell,EMA-BATT-BP-DURA-02476,,Duracell Batteries Premium in Electronics & Mobile Accessories > Batteries. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Panasonic Batteries Premium,,,,,,,,,Electronics & Mobile Accessories,Batteries,Batteries Premium,Panasonic,EMA-BATT-BP-PANA-02477,,Panasonic Batteries Premium in Electronics & Mobile Accessories > Batteries. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Osaka Batteries Premium,,,,,,,,,Electronics & Mobile Accessories,Batteries,Batteries Premium,Osaka,EMA-BATT-BP-OSAK-02478,,Osaka Batteries Premium in Electronics & Mobile Accessories > Batteries. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Philips LED Bulbs,,,,,,,,,Electronics & Mobile Accessories,LED Bulbs,LED Bulbs,Philips,EMA-LB-LB-PHIL-02479,,Philips LED Bulbs in Electronics & Mobile Accessories > LED Bulbs. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Osram LED Bulbs,,,,,,,,,Electronics & Mobile Accessories,LED Bulbs,LED Bulbs,Osram,EMA-LB-LB-OSRA-02480,,Osram LED Bulbs in Electronics & Mobile Accessories > LED Bulbs. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
EcoStar LED Bulbs,,,,,,,,,Electronics & Mobile Accessories,LED Bulbs,LED Bulbs,EcoStar,EMA-LB-LB-ECOS-02481,,EcoStar LED Bulbs in Electronics & Mobile Accessories > LED Bulbs. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
TCL LED Bulbs,,,,,,,,,Electronics & Mobile Accessories,LED Bulbs,LED Bulbs,TCL,EMA-LB-LB-TCL-02482,,TCL LED Bulbs in Electronics & Mobile Accessories > LED Bulbs. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Philips LED Bulbs Regular,,,,,,,,,Electronics & Mobile Accessories,LED Bulbs,LED Bulbs Regular,Philips,EMA-LB-LBR-PHIL-02483,,Philips LED Bulbs Regular in Electronics & Mobile Accessories > LED Bulbs. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Osram LED Bulbs Regular,,,,,,,,,Electronics & Mobile Accessories,LED Bulbs,LED Bulbs Regular,Osram,EMA-LB-LBR-OSRA-02484,,Osram LED Bulbs Regular in Electronics & Mobile Accessories > LED Bulbs. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
EcoStar LED Bulbs Regular,,,,,,,,,Electronics & Mobile Accessories,LED Bulbs,LED Bulbs Regular,EcoStar,EMA-LB-LBR-ECOS-02485,,EcoStar LED Bulbs Regular in Electronics & Mobile Accessories > LED Bulbs. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
TCL LED Bulbs Regular,,,,,,,,,Electronics & Mobile Accessories,LED Bulbs,LED Bulbs Regular,TCL,EMA-LB-LBR-TCL-02486,,TCL LED Bulbs Regular in Electronics & Mobile Accessories > LED Bulbs. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
Philips LED Bulbs Premium,,,,,,,,,Electronics & Mobile Accessories,LED Bulbs,LED Bulbs Premium,Philips,EMA-LB-LBP-PHIL-02487,,Philips LED Bulbs Premium in Electronics & Mobile Accessories > LED Bulbs. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,6000,650,750,0,0,5,Active
